num_fel_arrests_last_year,current_charge_felony,pred_dt,predicted_risk,arrested
1,1,0,0.425531914893617,1
0,0,0,0.19190283400809716,0
1,1,0,0.425531914893617,1
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,1
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,1
0,0,0,0.19190283400809716,0
0,1,0,0.425531914893617,0
1,0,0,0.19190283400809716,1
0,0,0,0.19190283400809716,0
1,1,0,0.425531914893617,0
1,0,0,0.19190283400809716,1
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
1,1,0,0.425531914893617,1
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
1,0,0,0.19190283400809716,1
0,0,0,0.19190283400809716,0
1,0,0,0.19190283400809716,0
1,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
1,0,0,0.19190283400809716,1
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
0,1,0,0.425531914893617,0
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,1
0,0,0,0.19190283400809716,0
1,0,0,0.19190283400809716,1
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
1,0,0,0.19190283400809716,1
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
0,1,0,0.425531914893617,0
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,1
1,0,0,0.19190283400809716,0
0,1,0,0.425531914893617,1
0,0,0,0.19190283400809716,0
1,0,0,0.19190283400809716,1
0,1,0,0.425531914893617,0
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
0,1,0,0.425531914893617,0
0,0,0,0.19190283400809716,0
1,1,0,0.425531914893617,1
0,1,0,0.425531914893617,1
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
1,1,0,0.425531914893617,0
0,0,0,0.19190283400809716,1
1,1,0,0.425531914893617,1
1,1,0,0.425531914893617,1
0,1,0,0.425531914893617,0
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
1,0,0,0.19190283400809716,1
0,0,0,0.19190283400809716,1
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
0,1,0,0.425531914893617,0
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
1,1,0,0.425531914893617,0
0,0,0,0.19190283400809716,0
3,1,0,0.425531914893617,1
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
1,0,0,0.19190283400809716,0
0,0,0,0.19190283400809716,0
